Log file open, 03/08/23 14:51:18
[2023.03.08-13.54.21:395][597]LogBlueprintUserMessages: [DayNightCycle_C_1] -380.225487
[2023.03.08-13.54.21:404][598]LogBlueprintUserMessages: [DayNightCycle_C_1] -380.318298
[2023.03.08-13.54.21:414][599]LogBlueprintUserMessages: [DayNightCycle_C_1] -380.410156
[2023.03.08-13.54.21:423][600]LogBlueprintUserMessages: [DayNightCycle_C_1] -380.511589
[2023.03.08-13.54.21:432][601]LogBlueprintUserMessages: [DayNightCycle_C_1] -380.600891
[2023.03.08-13.54.21:443][602]LogBlueprintUserMessages: [DayNightCycle_C_1] -380.693245
[2023.03.08-13.54.21:452][603]LogBlueprintUserMessages: [DayNightCycle_C_1] -380.802078
[2023.03.08-13.54.21:462][604]LogBlueprintUserMessages: [DayNightCycle_C_1] -380.898285
[2023.03.08-13.54.21:470][605]LogBlueprintUserMessages: [DayNightCycle_C_1] -380.992699
[2023.03.08-13.54.21:480][606]LogBlueprintUserMessages: [DayNightCycle_C_1] -381.07975
[2023.03.08-13.54.21:491][607]LogBlueprintUserMessages: [DayNightCycle_C_1] -381.180916
[2023.03.08-13.54.21:501][608]LogBlueprintUserMessages: [DayNightCycle_C_1] -381.290245
[2023.03.08-13.54.21:511][609]LogBlueprintUserMessages: [DayNightCycle_C_1] -381.384468
[2023.03.08-13.54.21:520][610]LogBlueprintUserMessages: [DayNightCycle_C_1] -381.484871
[2023.03.08-13.54.21:530][611]LogBlueprintUserMessages: [DayNightCycle_C_1] -381.581764
[2023.03.08-13.54.21:540][612]LogBlueprintUserMessages: [DayNightCycle_C_1] -381.681671
[2023.03.08-13.54.21:549][613]LogBlueprintUserMessages: [DayNightCycle_C_1] -381.773567
[2023.03.08-13.54.21:559][614]LogBlueprintUserMessages: [DayNightCycle_C_1] -381.869965
[2023.03.08-13.54.21:568][615]LogBlueprintUserMessages: [DayNightCycle_C_1] -381.969261
[2023.03.08-13.54.21:578][616]LogBlueprintUserMessages: [DayNightCycle_C_1] -382.060165
[2023.03.08-13.54.21:590][617]LogBlueprintUserMessages: [DayNightCycle_C_1] -382.157593
[2023.03.08-13.54.21:598][618]LogBlueprintUserMessages: [DayNightCycle_C_1] -382.276459
[2023.03.08-13.54.21:609][619]LogBlueprintUserMessages: [DayNightCycle_C_1] -382.365341
[2023.03.08-13.54.21:619][620]LogBlueprintUserMessages: [DayNightCycle_C_1] -382.473068
[2023.03.08-13.54.21:629][621]LogBlueprintUserMessages: [DayNightCycle_C_1] -382.568016
[2023.03.08-13.54.21:638][622]LogBlueprintUserMessages: [DayNightCycle_C_1] -382.667389
[2023.03.08-13.54.21:648][623]LogBlueprintUserMessages: [DayNightCycle_C_1] -382.758904
[2023.03.08-13.54.21:657][624]LogBlueprintUserMessages: [DayNightCycle_C_1] -382.859039
[2023.03.08-13.54.21:668][625]LogBlueprintUserMessages: [DayNightCycle_C_1] -382.955475
[2023.03.08-13.54.21:678][626]LogBlueprintUserMessages: [DayNightCycle_C_1] -383.057899
[2023.03.08-13.54.21:689][627]LogBlueprintUserMessages: [DayNightCycle_C_1] -383.16597
[2023.03.08-13.54.21:698][628]LogBlueprintUserMessages: [DayNightCycle_C_1] -383.268356
[2023.03.08-13.54.21:708][629]LogBlueprintUserMessages: [DayNightCycle_C_1] -383.362999
[2023.03.08-13.54.21:718][630]LogBlueprintUserMessages: [DayNightCycle_C_1] -383.46962
[2023.03.08-13.54.21:729][631]LogBlueprintUserMessages: [DayNightCycle_C_1] -383.561554
[2023.03.08-13.54.21:739][632]LogBlueprintUserMessages: [DayNightCycle_C_1] -383.673439
[2023.03.08-13.54.21:750][633]LogBlueprintUserMessages: [DayNightCycle_C_1] -383.773003
[2023.03.08-13.54.21:761][634]LogBlueprintUserMessages: [DayNightCycle_C_1] -383.870811
[2023.03.08-13.54.21:771][635]LogBlueprintUserMessages: [DayNightCycle_C_1] -383.9851
[2023.03.08-13.54.21:781][636]LogBlueprintUserMessages: [DayNightCycle_C_1] -384.090271
[2023.03.08-13.54.21:790][637]LogBlueprintUserMessages: [DayNightCycle_C_1] -384.181595
[2023.03.08-13.54.21:799][638]LogBlueprintUserMessages: [DayNightCycle_C_1] -384.274826
[2023.03.08-13.54.21:809][639]LogBlueprintUserMessages: [DayNightCycle_C_1] -384.3647
[2023.03.08-13.54.21:819][640]LogBlueprintUserMessages: [DayNightCycle_C_1] -384.464684
[2023.03.08-13.54.21:829][641]LogBlueprintUserMessages: [DayNightCycle_C_1] -384.57077
[2023.03.08-13.54.21:839][642]LogBlueprintUserMessages: [DayNightCycle_C_1] -384.671669
[2023.03.08-13.54.21:849][643]LogBlueprintUserMessages: [DayNightCycle_C_1] -384.763298
[2023.03.08-13.54.21:859][644]LogBlueprintUserMessages: [DayNightCycle_C_1] -384.874306
[2023.03.08-13.54.21:869][645]LogBlueprintUserMessages: [DayNightCycle_C_1] -384.966125
[2023.03.08-13.54.21:878][646]LogBlueprintUserMessages: [DayNightCycle_C_1] -385.065231
[2023.03.08-13.54.21:890][647]LogBlueprintUserMessages: [DayNightCycle_C_1] -385.160637
[2023.03.08-13.54.21:899][648]LogBlueprintUserMessages: [DayNightCycle_C_1] -385.280457
[2023.03.08-13.54.21:907][649]LogBlueprintUserMessages: [DayNightCycle_C_1] -385.369263
[2023.03.08-13.54.21:917][650]LogBlueprintUserMessages: [DayNightCycle_C_1] -385.455322
[2023.03.08-13.54.21:926][651]LogBlueprintUserMessages: [DayNightCycle_C_1] -385.549583
[2023.03.08-13.54.21:935][652]LogBlueprintUserMessages: [DayNightCycle_C_1] -385.64003
[2023.03.08-13.54.21:944][653]LogBlueprintUserMessages: [DayNightCycle_C_1] -385.733376
[2023.03.08-13.54.21:955][654]LogBlueprintUserMessages: [DayNightCycle_C_1] -385.828018
[2023.03.08-13.54.21:965][655]LogBlueprintUserMessages: [DayNightCycle_C_1] -385.92926
[2023.03.08-13.54.21:975][656]LogBlueprintUserMessages: [DayNightCycle_C_1] -386.031914
[2023.03.08-13.54.21:984][657]LogBlueprintUserMessages: [DayNightCycle_C_1] -386.132622
[2023.03.08-13.54.21:994][658]LogBlueprintUserMessages: [DayNightCycle_C_1] -386.223831
[2023.03.08-13.54.22:003][659]LogBlueprintUserMessages: [DayNightCycle_C_1] -386.324883
[2023.03.08-13.54.22:013][660]LogBlueprintUserMessages: [DayNightCycle_C_1] -386.414032
[2023.03.08-13.54.22:023][661]LogBlueprintUserMessages: [DayNightCycle_C_1] -386.517143
[2023.03.08-13.54.22:032][662]LogBlueprintUserMessages: [DayNightCycle_C_1] -386.613808
[2023.03.08-13.54.22:042][663]LogBlueprintUserMessages: [DayNightCycle_C_1] -386.706963
[2023.03.08-13.54.22:051][664]LogBlueprintUserMessages: [DayNightCycle_C_1] -386.810837
[2023.03.08-13.54.22:061][665]LogBlueprintUserMessages: [DayNightCycle_C_1] -386.900673
[2023.03.08-13.54.22:071][666]LogBlueprintUserMessages: [DayNightCycle_C_1] -386.994057
[2023.03.08-13.54.22:081][667]LogBlueprintUserMessages: [DayNightCycle_C_1] -387.093811
[2023.03.08-13.54.22:090][668]LogBlueprintUserMessages: [DayNightCycle_C_1] -387.194481
[2023.03.08-13.54.22:099][669]LogBlueprintUserMessages: [DayNightCycle_C_1] -387.291374
[2023.03.08-13.54.22:109][670]LogBlueprintUserMessages: [DayNightCycle_C_1] -387.381783
[2023.03.08-13.54.22:119][671]LogBlueprintUserMessages: [DayNightCycle_C_1] -387.476158
[2023.03.08-13.54.22:129][672]LogBlueprintUserMessages: [DayNightCycle_C_1] -387.576752
[2023.03.08-13.54.22:139][673]LogBlueprintUserMessages: [DayNightCycle_C_1] -387.680817
[2023.03.08-13.54.22:149][674]LogBlueprintUserMessages: [DayNightCycle_C_1] -387.785339
[2023.03.08-13.54.22:159][675]LogBlueprintUserMessages: [DayNightCycle_C_1] -387.884102
[2023.03.08-13.54.22:169][676]LogBlueprintUserMessages: [DayNightCycle_C_1] -387.984543
[2023.03.08-13.54.22:179][677]LogBlueprintUserMessages: [DayNightCycle_C_1] -388.080406
[2023.03.08-13.54.22:188][678]LogBlueprintUserMessages: [DayNightCycle_C_1] -388.179207
[2023.03.08-13.54.22:199][679]LogBlueprintUserMessages: [DayNightCycle_C_1] -388.272133
[2023.03.08-13.54.22:208][680]LogBlueprintUserMessages: [DayNightCycle_C_1] -388.380737
[2023.03.08-13.54.22:218][681]LogBlueprintUserMessages: [DayNightCycle_C_1] -388.47229
[2023.03.08-13.54.22:228][682]LogBlueprintUserMessages: [DayNightCycle_C_1] -388.575974
[2023.03.08-13.54.22:238][683]LogBlueprintUserMessages: [DayNightCycle_C_1] -388.675728
[2023.03.08-13.54.22:248][684]LogBlueprintUserMessages: [DayNightCycle_C_1] -388.771782
[2023.03.08-13.54.22:257][685]LogBlueprintUserMessages: [DayNightCycle_C_1] -388.87394
[2023.03.08-13.54.22:266][686]LogBlueprintUserMessages: [DayNightCycle_C_1] -388.963776
[2023.03.08-13.54.22:275][687]LogBlueprintUserMessages: [DayNightCycle_C_1] -389.055443
[2023.03.08-13.54.22:284][688]LogBlueprintUserMessages: [DayNightCycle_C_1] -389.146004
[2023.03.08-13.54.22:294][689]LogBlueprintUserMessages: [DayNightCycle_C_1] -389.236984
[2023.03.08-13.54.22:304][690]LogBlueprintUserMessages: [DayNightCycle_C_1] -389.338531
[2023.03.08-13.54.22:314][691]LogBlueprintUserMessages: [DayNightCycle_C_1] -389.440193
[2023.03.08-13.54.22:324][692]LogBlueprintUserMessages: [DayNightCycle_C_1] -389.536591
[2023.03.08-13.54.22:334][693]LogBlueprintUserMessages: [DayNightCycle_C_1] -389.634857
[2023.03.08-13.54.22:343][694]LogBlueprintUserMessages: [DayNightCycle_C_1] -389.735031
[2023.03.08-13.54.22:353][695]LogBlueprintUserMessages: [DayNightCycle_C_1] -389.827576
[2023.03.08-13.54.22:362][696]LogBlueprintUserMessages: [DayNightCycle_C_1] -389.9263
[2023.03.08-13.54.22:371][697]LogBlueprintUserMessages: [DayNightCycle_C_1] -390.018883
[2023.03.08-13.54.22:380][698]LogBlueprintUserMessages: [DayNightCycle_C_1] -390.109711
[2023.03.08-13.54.22:389][699]LogBlueprintUserMessages: [DayNightCycle_C_1] -390.20153
[2023.03.08-13.54.22:398][700]LogBlueprintUserMessages: [DayNightCycle_C_1] -390.293236
[2023.03.08-13.54.22:409][701]LogBlueprintUserMessages: [DayNightCycle_C_1] -390.384102
[2023.03.08-13.54.22:418][702]LogBlueprintUserMessages: [DayNightCycle_C_1] -390.486412
[2023.03.08-13.54.22:428][703]LogBlueprintUserMessages: [DayNightCycle_C_1] -390.579147
[2023.03.08-13.54.22:438][704]LogBlueprintUserMessages: [DayNightCycle_C_1] -390.684509
[2023.03.08-13.54.22:447][705]LogBlueprintUserMessages: [DayNightCycle_C_1] -390.777779
[2023.03.08-13.54.22:457][706]LogBlueprintUserMessages: [DayNightCycle_C_1] -390.868568
[2023.03.08-13.54.22:466][707]LogBlueprintUserMessages: [DayNightCycle_C_1] -390.970459
[2023.03.08-13.54.22:476][708]LogBlueprintUserMessages: [DayNightCycle_C_1] -391.063118
[2023.03.08-13.54.22:486][709]LogBlueprintUserMessages: [DayNightCycle_C_1] -391.163559
[2023.03.08-13.54.22:495][710]LogBlueprintUserMessages: [DayNightCycle_C_1] -391.264153
[2023.03.08-13.54.22:504][711]LogBlueprintUserMessages: [DayNightCycle_C_1] -391.356163
[2023.03.08-13.54.22:514][712]LogBlueprintUserMessages: [DayNightCycle_C_1] -391.446877
[2023.03.08-13.54.22:523][713]LogBlueprintUserMessages: [DayNightCycle_C_1] -391.5411
[2023.03.08-13.54.22:533][714]LogBlueprintUserMessages: [DayNightCycle_C_1] -391.635132
[2023.03.08-13.54.22:543][715]LogBlueprintUserMessages: [DayNightCycle_C_1] -391.736717
[2023.03.08-13.54.22:553][716]LogBlueprintUserMessages: [DayNightCycle_C_1] -391.833954
[2023.03.08-13.54.22:563][717]LogBlueprintUserMessages: [DayNightCycle_C_1] -391.935616
[2023.03.08-13.54.22:573][718]LogBlueprintUserMessages: [DayNightCycle_C_1] -392.03598
[2023.03.08-13.54.22:583][719]LogBlueprintUserMessages: [DayNightCycle_C_1] -392.133904
[2023.03.08-13.54.22:591][720]LogBlueprintUserMessages: [DayNightCycle_C_1] -392.233009
[2023.03.08-13.54.22:601][721]LogBlueprintUserMessages: [DayNightCycle_C_1] -392.320824
[2023.03.08-13.54.22:610][722]LogBlueprintUserMessages: [DayNightCycle_C_1] -392.420235
[2023.03.08-13.54.22:620][723]LogBlueprintUserMessages: [DayNightCycle_C_1] -392.511597
[2023.03.08-13.54.22:630][724]LogBlueprintUserMessages: [DayNightCycle_C_1] -392.60994
[2023.03.08-13.54.22:640][725]LogBlueprintUserMessages: [DayNightCycle_C_1] -392.710152
[2023.03.08-13.54.22:650][726]LogBlueprintUserMessages: [DayNightCycle_C_1] -392.805023
[2023.03.08-13.54.22:660][727]LogBlueprintUserMessages: [DayNightCycle_C_1] -392.90493
[2023.03.08-13.54.22:670][728]LogBlueprintUserMessages: [DayNightCycle_C_1] -393.006554
[2023.03.08-13.54.22:679][729]LogBlueprintUserMessages: [DayNightCycle_C_1] -393.106384
[2023.03.08-13.54.22:688][730]LogBlueprintUserMessages: [DayNightCycle_C_1] -393.200722
[2023.03.08-13.54.22:697][731]LogBlueprintUserMessages: [DayNightCycle_C_1] -393.292351
[2023.03.08-13.54.22:706][732]LogBlueprintUserMessages: [DayNightCycle_C_1] -393.383446
[2023.03.08-13.54.22:716][733]LogBlueprintUserMessages: [DayNightCycle_C_1] -393.474655
[2023.03.08-13.54.22:725][734]LogBlueprintUserMessages: [DayNightCycle_C_1] -393.574638
[2023.03.08-13.54.22:736][735]LogBlueprintUserMessages: [DayNightCycle_C_1] -393.66642
[2023.03.08-13.54.22:745][736]LogBlueprintUserMessages: [DayNightCycle_C_1] -393.768387
[2023.03.08-13.54.22:754][737]LogBlueprintUserMessages: [DayNightCycle_C_1] -393.865051
[2023.03.08-13.54.22:765][738]LogBlueprintUserMessages: [DayNightCycle_C_1] -393.957939
[2023.03.08-13.54.22:774][739]LogBlueprintUserMessages: [DayNightCycle_C_1] -394.059105
[2023.03.08-13.54.22:783][740]LogBlueprintUserMessages: [DayNightCycle_C_1] -394.156075
[2023.03.08-13.54.22:793][741]LogBlueprintUserMessages: [DayNightCycle_C_1] -394.249077
[2023.03.08-13.54.22:803][742]LogBlueprintUserMessages: [DayNightCycle_C_1] -394.342499
[2023.03.08-13.54.22:813][743]LogBlueprintUserMessages: [DayNightCycle_C_1] -394.444656
[2023.03.08-13.54.22:823][744]LogBlueprintUserMessages: [DayNightCycle_C_1] -394.546814
[2023.03.08-13.54.22:833][745]LogBlueprintUserMessages: [DayNightCycle_C_1] -394.649734
[2023.03.08-13.54.22:842][746]LogBlueprintUserMessages: [DayNightCycle_C_1] -394.742165
[2023.03.08-13.54.22:853][747]LogBlueprintUserMessages: [DayNightCycle_C_1] -394.834328
[2023.03.08-13.54.22:862][748]LogBlueprintUserMessages: [DayNightCycle_C_1] -394.935532
[2023.03.08-13.54.22:872][749]LogBlueprintUserMessages: [DayNightCycle_C_1] -395.028954
[2023.03.08-13.54.22:881][750]LogBlueprintUserMessages: [DayNightCycle_C_1] -395.12249
[2023.03.08-13.54.22:891][751]LogBlueprintUserMessages: [DayNightCycle_C_1] -395.222092
[2023.03.08-13.54.22:900][752]LogBlueprintUserMessages: [DayNightCycle_C_1] -395.319519
[2023.03.08-13.54.22:911][753]LogBlueprintUserMessages: [DayNightCycle_C_1] -395.412369
[2023.03.08-13.54.22:920][754]LogBlueprintUserMessages: [DayNightCycle_C_1] -395.5159
[2023.03.08-13.54.22:930][755]LogBlueprintUserMessages: [DayNightCycle_C_1] -395.61058
[2023.03.08-13.54.22:940][756]LogBlueprintUserMessages: [DayNightCycle_C_1] -395.710487
[2023.03.08-13.54.22:949][757]LogBlueprintUserMessages: [DayNightCycle_C_1] -395.805817
[2023.03.08-13.54.22:959][758]LogBlueprintUserMessages: [DayNightCycle_C_1] -395.90004
[2023.03.08-13.54.22:968][759]LogBlueprintUserMessages: [DayNightCycle_C_1] -395.99781
[2023.03.08-13.54.22:977][760]LogBlueprintUserMessages: [DayNightCycle_C_1] -396.089516
[2023.03.08-13.54.22:988][761]LogBlueprintUserMessages: [DayNightCycle_C_1] -396.181717
[2023.03.08-13.54.22:998][762]LogBlueprintUserMessages: [DayNightCycle_C_1] -396.294518
[2023.03.08-13.54.23:008][763]LogBlueprintUserMessages: [DayNightCycle_C_1] -396.388206
[2023.03.08-13.54.23:018][764]LogBlueprintUserMessages: [DayNightCycle_C_1] -396.492119
[2023.03.08-13.54.23:028][765]LogBlueprintUserMessages: [DayNightCycle_C_1] -396.588135
[2023.03.08-13.54.23:037][766]LogBlueprintUserMessages: [DayNightCycle_C_1] -396.691704
[2023.03.08-13.54.23:046][767]LogBlueprintUserMessages: [DayNightCycle_C_1] -396.78524
[2023.03.08-13.54.23:055][768]LogBlueprintUserMessages: [DayNightCycle_C_1] -396.876183
[2023.03.08-13.54.23:066][769]LogBlueprintUserMessages: [DayNightCycle_C_1] -396.96888
[2023.03.08-13.54.23:075][770]LogBlueprintUserMessages: [DayNightCycle_C_1] -397.071609
[2023.03.08-13.54.23:084][771]LogBlueprintUserMessages: [DayNightCycle_C_1] -397.162666
[2023.03.08-13.54.23:095][772]LogBlueprintUserMessages: [DayNightCycle_C_1] -397.25853
[2023.03.08-13.54.23:106][773]LogBlueprintUserMessages: [DayNightCycle_C_1] -397.361565
[2023.03.08-13.54.23:117][774]LogBlueprintUserMessages: [DayNightCycle_C_1] -397.474861
[2023.03.08-13.54.23:127][775]LogBlueprintUserMessages: [DayNightCycle_C_1] -397.584763
[2023.03.08-13.54.23:136][776]LogBlueprintUserMessages: [DayNightCycle_C_1] -397.691383
[2023.03.08-13.54.23:147][777]LogBlueprintUserMessages: [DayNightCycle_C_1] -397.778854
[2023.03.08-13.54.23:156][778]LogBlueprintUserMessages: [DayNightCycle_C_1] -397.881889
[2023.03.08-13.54.23:165][779]LogBlueprintUserMessages: [DayNightCycle_C_1] -397.973633
[2023.03.08-13.54.23:174][780]LogBlueprintUserMessages: [DayNightCycle_C_1] -398.068581
[2023.03.08-13.54.23:184][781]LogBlueprintUserMessages: [DayNightCycle_C_1] -398.163033
[2023.03.08-13.54.23:193][782]LogBlueprintUserMessages: [DayNightCycle_C_1] -398.254929
[2023.03.08-13.54.23:202][783]LogBlueprintUserMessages: [DayNightCycle_C_1] -398.349457
[2023.03.08-13.54.23:212][784]LogBlueprintUserMessages: [DayNightCycle_C_1] -398.440704
[2023.03.08-13.54.23:222][785]LogBlueprintUserMessages: [DayNightCycle_C_1] -398.544159
[2023.03.08-13.54.23:232][786]LogBlueprintUserMessages: [DayNightCycle_C_1] -398.637886
[2023.03.08-13.54.23:241][787]LogBlueprintUserMessages: [DayNightCycle_C_1] -398.738747
[2023.03.08-13.54.23:251][788]LogBlueprintUserMessages: [DayNightCycle_C_1] -398.834496
[2023.03.08-13.54.23:260][789]LogBlueprintUserMessages: [DayNightCycle_C_1] -398.926659
[2023.03.08-13.54.23:270][790]LogBlueprintUserMessages: [DayNightCycle_C_1] -399.020119
[2023.03.08-13.54.23:280][791]LogBlueprintUserMessages: [DayNightCycle_C_1] -399.118195
[2023.03.08-13.54.23:289][792]LogBlueprintUserMessages: [DayNightCycle_C_1] -399.219589
[2023.03.08-13.54.23:299][793]LogBlueprintUserMessages: [DayNightCycle_C_1] -399.312248
[2023.03.08-13.54.23:310][794]LogBlueprintUserMessages: [DayNightCycle_C_1] -399.410667
[2023.03.08-13.54.23:319][795]LogBlueprintUserMessages: [DayNightCycle_C_1] -399.524002
[2023.03.08-13.54.23:329][796]LogBlueprintUserMessages: [DayNightCycle_C_1] -399.61834
[2023.03.08-13.54.23:338][797]LogBlueprintUserMessages: [DayNightCycle_C_1] -399.711952
[2023.03.08-13.54.23:348][798]LogBlueprintUserMessages: [DayNightCycle_C_1] -399.807625
[2023.03.08-13.54.23:358][799]LogBlueprintUserMessages: [DayNightCycle_C_1] -399.90818
[2023.03.08-13.54.23:367][800]LogBlueprintUserMessages: [DayNightCycle_C_1] -400.006714
[2023.03.08-13.54.23:377][801]LogBlueprintUserMessages: [DayNightCycle_C_1] -400.098915
[2023.03.08-13.54.23:386][802]LogBlueprintUserMessages: [DayNightCycle_C_1] -400.196686
[2023.03.08-13.54.23:397][803]LogBlueprintUserMessages: [DayNightCycle_C_1] -400.29129
[2023.03.08-13.54.23:407][804]LogBlueprintUserMessages: [DayNightCycle_C_1] -400.399666
[2023.03.08-13.54.23:417][805]LogBlueprintUserMessages: [DayNightCycle_C_1] -400.492516
[2023.03.08-13.54.23:426][806]LogBlueprintUserMessages: [DayNightCycle_C_1] -400.595551
[2023.03.08-13.54.23:436][807]LogBlueprintUserMessages: [DayNightCycle_C_1] -400.691223
[2023.03.08-13.54.23:446][808]LogBlueprintUserMessages: [DayNightCycle_C_1] -400.785294
[2023.03.08-13.54.23:456][809]LogBlueprintUserMessages: [DayNightCycle_C_1] -400.887604
[2023.03.08-13.54.23:466][810]LogBlueprintUserMessages: [DayNightCycle_C_1] -400.986252
[2023.03.08-13.54.23:475][811]LogBlueprintUserMessages: [DayNightCycle_C_1] -401.086159
[2023.03.08-13.54.23:485][812]LogBlueprintUserMessages: [DayNightCycle_C_1] -401.184425
[2023.03.08-13.54.23:495][813]LogBlueprintUserMessages: [DayNightCycle_C_1] -401.282387
[2023.03.08-13.54.23:504][814]LogBlueprintUserMessages: [DayNightCycle_C_1] -401.383553
[2023.03.08-13.54.23:515][815]LogBlueprintUserMessages: [DayNightCycle_C_1] -401.474533
[2023.03.08-13.54.23:525][816]LogBlueprintUserMessages: [DayNightCycle_C_1] -401.578636
[2023.03.08-13.54.23:534][817]LogBlueprintUserMessages: [DayNightCycle_C_1] -401.677551
[2023.03.08-13.54.23:544][818]LogBlueprintUserMessages: [DayNightCycle_C_1] -401.767921
[2023.03.08-13.54.23:553][819]LogBlueprintUserMessages: [DayNightCycle_C_1] -401.86821
[2023.03.08-13.54.23:563][820]LogBlueprintUserMessages: [DayNightCycle_C_1] -401.967583
[2023.03.08-13.54.23:573][821]LogBlueprintUserMessages: [DayNightCycle_C_1] -402.058182
[2023.03.08-13.54.23:582][822]LogBlueprintUserMessages: [DayNightCycle_C_1] -402.160912
[2023.03.08-13.54.23:592][823]LogBlueprintUserMessages: [DayNightCycle_C_1] -402.255173
[2023.03.08-13.54.23:602][824]LogBlueprintUserMessages: [DayNightCycle_C_1] -402.357521
[2023.03.08-13.54.23:611][825]LogBlueprintUserMessages: [DayNightCycle_C_1] -402.457504
[2023.03.08-13.54.23:621][826]LogBlueprintUserMessages: [DayNightCycle_C_1] -402.547874
[2023.03.08-13.54.23:632][827]LogBlueprintUserMessages: [DayNightCycle_C_1] -402.646446
[2023.03.08-13.54.23:641][828]LogBlueprintUserMessages: [DayNightCycle_C_1] -402.752304
[2023.03.08-13.54.23:651][829]LogBlueprintUserMessages: [DayNightCycle_C_1] -402.848969
[2023.03.08-13.54.23:660][830]LogBlueprintUserMessages: [DayNightCycle_C_1] -402.942429
[2023.03.08-13.54.23:669][831]LogBlueprintUserMessages: [DayNightCycle_C_1] -403.038635
[2023.03.08-13.54.23:680][832]LogBlueprintUserMessages: [DayNightCycle_C_1] -403.131409
[2023.03.08-13.54.23:691][833]LogBlueprintUserMessages: [DayNightCycle_C_1] -403.236656
[2023.03.08-13.54.23:701][834]LogBlueprintUserMessages: [DayNightCycle_C_1] -403.348618
[2023.03.08-13.54.23:711][835]LogBlueprintUserMessages: [DayNightCycle_C_1] -403.445015
[2023.03.08-13.54.23:720][836]LogBlueprintUserMessages: [DayNightCycle_C_1] -403.54496
[2023.03.08-13.54.23:730][837]LogBlueprintUserMessages: [DayNightCycle_C_1] -403.635635
[2023.03.08-13.54.23:739][838]LogBlueprintUserMessages: [DayNightCycle_C_1] -403.739471
[2023.03.08-13.54.23:749][839]LogBlueprintUserMessages: [DayNightCycle_C_1] -403.829689
[2023.03.08-13.54.23:759][840]LogBlueprintUserMessages: [DayNightCycle_C_1] -403.928452
[2023.03.08-13.54.23:768][841]LogBlueprintUserMessages: [DayNightCycle_C_1] -404.02977
[2023.03.08-13.54.23:778][842]LogBlueprintUserMessages: [DayNightCycle_C_1] -404.119263
[2023.03.08-13.54.23:787][843]LogBlueprintUserMessages: [DayNightCycle_C_1] -404.218407
[2023.03.08-13.54.23:797][844]LogBlueprintUserMessages: [DayNightCycle_C_1] -404.3153
[2023.03.08-13.54.23:807][845]LogBlueprintUserMessages: [DayNightCycle_C_1] -404.416084
[2023.03.08-13.54.23:816][846]LogBlueprintUserMessages: [DayNightCycle_C_1] -404.509964
[2023.03.08-13.54.23:826][847]LogBlueprintUserMessages: [DayNightCycle_C_1] -404.60537
[2023.03.08-13.54.23:836][848]LogBlueprintUserMessages: [DayNightCycle_C_1] -404.706993
[2023.03.08-13.54.23:846][849]LogBlueprintUserMessages: [DayNightCycle_C_1] -404.807892
[2023.03.08-13.54.23:856][850]LogBlueprintUserMessages: [DayNightCycle_C_1] -404.90715
[2023.03.08-13.54.23:866][851]LogBlueprintUserMessages: [DayNightCycle_C_1] -404.998741
[2023.03.08-13.54.23:876][852]LogBlueprintUserMessages: [DayNightCycle_C_1] -405.099487
[2023.03.08-13.54.23:885][853]LogBlueprintUserMessages: [DayNightCycle_C_1] -405.201073
[2023.03.08-13.54.23:895][854]LogBlueprintUserMessages: [DayNightCycle_C_1] -405.297623
[2023.03.08-13.54.23:905][855]LogBlueprintUserMessages: [DayNightCycle_C_1] -405.397568
[2023.03.08-13.54.23:915][856]LogBlueprintUserMessages: [DayNightCycle_C_1] -405.491676
[2023.03.08-13.54.23:924][857]LogBlueprintUserMessages: [DayNightCycle_C_1] -405.598526
[2023.03.08-13.54.23:933][858]LogBlueprintUserMessages: [DayNightCycle_C_1] -405.689087
[2023.03.08-13.54.23:944][859]LogBlueprintUserMessages: [DayNightCycle_C_1] -405.775452
[2023.03.08-13.54.23:955][860]LogBlueprintUserMessages: [DayNightCycle_C_1] -405.889435
[2023.03.08-13.54.23:965][861]LogBlueprintUserMessages: [DayNightCycle_C_1] -405.990601
[2023.03.08-13.54.23:974][862]LogBlueprintUserMessages: [DayNightCycle_C_1] -406.09024
[2023.03.08-13.54.23:984][863]LogBlueprintUserMessages: [DayNightCycle_C_1] -406.180954
[2023.03.08-13.54.23:994][864]LogBlueprintUserMessages: [DayNightCycle_C_1] -406.282501
[2023.03.08-13.54.24:005][865]LogBlueprintUserMessages: [DayNightCycle_C_1] -406.377258
[2023.03.08-13.54.24:014][866]LogBlueprintUserMessages: [DayNightCycle_C_1] -406.484718
[2023.03.08-13.54.24:024][867]LogBlueprintUserMessages: [DayNightCycle_C_1] -406.582909
[2023.03.08-13.54.24:033][868]LogBlueprintUserMessages: [DayNightCycle_C_1] -406.67778
[2023.03.08-13.54.24:042][869]LogBlueprintUserMessages: [DayNightCycle_C_1] -406.772995
[2023.03.08-13.54.24:053][870]LogBlueprintUserMessages: [DayNightCycle_C_1] -406.864586
[2023.03.08-13.54.24:062][871]LogBlueprintUserMessages: [DayNightCycle_C_1] -406.967163
[2023.03.08-13.54.24:072][872]LogBlueprintUserMessages: [DayNightCycle_C_1] -407.062912
[2023.03.08-13.54.24:081][873]LogBlueprintUserMessages: [DayNightCycle_C_1] -407.163734
[2023.03.08-13.54.24:091][874]LogBlueprintUserMessages: [DayNightCycle_C_1] -407.256432
[2023.03.08-13.54.24:101][875]LogBlueprintUserMessages: [DayNightCycle_C_1] -407.355461
